question,label,answer
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
how to avoid insects while storing onion,STORAGE_GUIDE,storage_guide
high yield variety of rice,SEED_GUIDE,seed_guide
how to improve soil health,SOIL_HEALTH,soil_health
what is todays weather,WEATHER_QUERY,weather_query
best nutrients for cotton,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to store cotton,STORAGE_GUIDE,storage_guide
how to avoid insects while storing sunflower,STORAGE_GUIDE,storage_guide
humidity level today,WEATHER_QUERY,weather_query
आज पऊस यईल क,WEATHER_QUERY,weather_query
pulses सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
millet me stem borer ka ilaj kya hai,CROP_DISEASE,crop_disease
will it rain today in mumbai,WEATHER_QUERY,weather_query
wheat ko kaise store kare,STORAGE_GUIDE,storage_guide
potato me blast ka ilaj kya hai,CROP_DISEASE,crop_disease
sunflower ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
how much npk for tomato,FERTILIZER_SUGGESTION,fertilizer_suggestion
will it rain today in mumbai,WEATHER_QUERY,weather_query
how to avoid insects while storing sugarcane,STORAGE_GUIDE,storage_guide
onion सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
how often to water sunflower,IRRIGATION_GUIDE,irrigation_guide
आज पऊस यईल क,WEATHER_QUERY,weather_query
cotton ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
onion कस सठवव,STORAGE_GUIDE,storage_guide
आज पऊस यईल क,WEATHER_QUERY,weather_query
will it rain today in mumbai,WEATHER_QUERY,weather_query
onion ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
symptoms of whitefly in pulses,CROP_DISEASE,crop_disease
when should i irrigate groundnut,IRRIGATION_GUIDE,irrigation_guide
tomato ke liye beej kaunsa le,SEED_GUIDE,seed_guide
how to store sunflower,STORAGE_GUIDE,storage_guide
kal barsaat hogi kya,WEATHER_QUERY,weather_query
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
maize सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to reduce soil acidity,SOIL_HEALTH,soil_health
will it rain today in nashik,WEATHER_QUERY,weather_query
kal barsaat hogi kya,WEATHER_QUERY,weather_query
high yield variety of pulses,SEED_GUIDE,seed_guide
best nutrients for groundnut,FERTILIZER_SUGGESTION,fertilizer_suggestion
millet me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
kal barsaat hogi kya,WEATHER_QUERY,weather_query
best nutrients for rice,FERTILIZER_SUGGESTION,fertilizer_suggestion
is drip irrigation good for potato,IRRIGATION_GUIDE,irrigation_guide
banana ko kaise store kare,STORAGE_GUIDE,storage_guide
high yield variety of soybean,SEED_GUIDE,seed_guide
how to protect sugarcane from blast,CROP_DISEASE,crop_disease
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
storage method for millet,STORAGE_GUIDE,storage_guide
how to avoid insects while storing banana,STORAGE_GUIDE,storage_guide
आज पऊस यईल क,WEATHER_QUERY,weather_query
potato me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
how to avoid insects while storing wheat,STORAGE_GUIDE,storage_guide
how to avoid insects while storing soybean,STORAGE_GUIDE,storage_guide
how to store millet,STORAGE_GUIDE,storage_guide
which fertilizer is best for sunflower,FERTILIZER_SUGGESTION,fertilizer_suggestion
best nutrients for millet,FERTILIZER_SUGGESTION,fertilizer_suggestion
soybean me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
high yield variety of banana,SEED_GUIDE,seed_guide
when should i irrigate grapes,IRRIGATION_GUIDE,irrigation_guide
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
आज पऊस यईल क,WEATHER_QUERY,weather_query
sugarcane ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
how much npk for pulses,FERTILIZER_SUGGESTION,fertilizer_suggestion
maize me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
banana disease root rot treatment,CROP_DISEASE,crop_disease
आज पऊस यईल क,WEATHER_QUERY,weather_query
how to protect sugarcane from root rot,CROP_DISEASE,crop_disease
best compost for healthy soil,SOIL_HEALTH,soil_health
is drip irrigation good for maize,IRRIGATION_GUIDE,irrigation_guide
wheat me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
soybean सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
storage method for maize,STORAGE_GUIDE,storage_guide
banana me aphids ka ilaj kya hai,CROP_DISEASE,crop_disease
will it rain today in nashik,WEATHER_QUERY,weather_query
sugarcane ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
best nutrients for pulses,FERTILIZER_SUGGESTION,fertilizer_suggestion
maize ल rust झल तर कय करव,CROP_DISEASE,crop_disease
soybean disease aphids treatment,CROP_DISEASE,crop_disease
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
sunflower ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
how often to water wheat,IRRIGATION_GUIDE,irrigation_guide
grapes ko kaise store kare,STORAGE_GUIDE,storage_guide
sunflower ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
sugarcane ko kaise store kare,STORAGE_GUIDE,storage_guide
sugarcane कस सठवव,STORAGE_GUIDE,storage_guide
how much npk for potato,FERTILIZER_SUGGESTION,fertilizer_suggestion
best nutrients for grapes,FERTILIZER_SUGGESTION,fertilizer_suggestion
millet सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
when should i irrigate grapes,IRRIGATION_GUIDE,irrigation_guide
will it rain today in lucknow,WEATHER_QUERY,weather_query
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
आज पऊस यईल क,WEATHER_QUERY,weather_query
grapes सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to protect wheat from stem borer,CROP_DISEASE,crop_disease
onion कस सठवव,STORAGE_GUIDE,storage_guide
what is todays weather,WEATHER_QUERY,weather_query
humidity level today,WEATHER_QUERY,weather_query
how much npk for groundnut,FERTILIZER_SUGGESTION,fertilizer_suggestion
grapes ko kaise store kare,STORAGE_GUIDE,storage_guide
which fertilizer is best for soybean,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to store tomato,STORAGE_GUIDE,storage_guide
how to reduce soil acidity,SOIL_HEALTH,soil_health
how much npk for grapes,FERTILIZER_SUGGESTION,fertilizer_suggestion
best nutrients for tomato,FERTILIZER_SUGGESTION,fertilizer_suggestion
rice ke liye beej kaunsa le,SEED_GUIDE,seed_guide
sugarcane सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
wheat ke liye beej kaunsa le,SEED_GUIDE,seed_guide
how to protect onion from root rot,CROP_DISEASE,crop_disease
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
millet me fungal infection ka ilaj kya hai,CROP_DISEASE,crop_disease
kal barsaat hogi kya,WEATHER_QUERY,weather_query
maize सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
when should i irrigate cotton,IRRIGATION_GUIDE,irrigation_guide
how to protect tomato from root rot,CROP_DISEASE,crop_disease
what is todays weather,WEATHER_QUERY,weather_query
onion ल aphids झल तर कय करव,CROP_DISEASE,crop_disease
maize ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
wheat सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
how much npk for sunflower,FERTILIZER_SUGGESTION,fertilizer_suggestion
grapes ल blight झल तर कय करव,CROP_DISEASE,crop_disease
will it rain today in pune,WEATHER_QUERY,weather_query
humidity level today,WEATHER_QUERY,weather_query
wheat ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
how often to water soybean,IRRIGATION_GUIDE,irrigation_guide
best compost for healthy soil,SOIL_HEALTH,soil_health
best nutrients for millet,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to store cotton,STORAGE_GUIDE,storage_guide
best nutrients for maize,FERTILIZER_SUGGESTION,fertilizer_suggestion
pulses कस सठवव,STORAGE_GUIDE,storage_guide
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
wheat सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
kal barsaat hogi kya,WEATHER_QUERY,weather_query
best compost for healthy soil,SOIL_HEALTH,soil_health
how to avoid insects while storing potato,STORAGE_GUIDE,storage_guide
kal barsaat hogi kya,WEATHER_QUERY,weather_query
how often to water wheat,IRRIGATION_GUIDE,irrigation_guide
potato ke liye beej kaunsa le,SEED_GUIDE,seed_guide
maize सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
is drip irrigation good for grapes,IRRIGATION_GUIDE,irrigation_guide
symptoms of rust in onion,CROP_DISEASE,crop_disease
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
groundnut सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
how to store potato,STORAGE_GUIDE,storage_guide
rice ke liye beej kaunsa le,SEED_GUIDE,seed_guide
how to reduce soil acidity,SOIL_HEALTH,soil_health
wheat ko kaise store kare,STORAGE_GUIDE,storage_guide
आज पऊस यईल क,WEATHER_QUERY,weather_query
kal barsaat hogi kya,WEATHER_QUERY,weather_query
which hybrid seeds are good for wheat,SEED_GUIDE,seed_guide
sugarcane me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
is drip irrigation good for onion,IRRIGATION_GUIDE,irrigation_guide
how to improve soil health,SOIL_HEALTH,soil_health
storage method for sugarcane,STORAGE_GUIDE,storage_guide
rice कस सठवव,STORAGE_GUIDE,storage_guide
how to improve soil health,SOIL_HEALTH,soil_health
will it rain today in mumbai,WEATHER_QUERY,weather_query
storage method for sunflower,STORAGE_GUIDE,storage_guide
banana ल leaf spot झल तर कय करव,CROP_DISEASE,crop_disease
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
आज पऊस यईल क,WEATHER_QUERY,weather_query
groundnut me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
how often to water sunflower,IRRIGATION_GUIDE,irrigation_guide
sunflower ko kaise store kare,STORAGE_GUIDE,storage_guide
how often to water soybean,IRRIGATION_GUIDE,irrigation_guide
soybean ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
when should i irrigate rice,IRRIGATION_GUIDE,irrigation_guide
groundnut ल leaf spot झल तर कय करव,CROP_DISEASE,crop_disease
groundnut disease root rot treatment,CROP_DISEASE,crop_disease
which fertilizer is best for soybean,FERTILIZER_SUGGESTION,fertilizer_suggestion
is drip irrigation good for potato,IRRIGATION_GUIDE,irrigation_guide
symptoms of blast in groundnut,CROP_DISEASE,crop_disease
how often to water millet,IRRIGATION_GUIDE,irrigation_guide
maize कस सठवव,STORAGE_GUIDE,storage_guide
is drip irrigation good for rice,IRRIGATION_GUIDE,irrigation_guide
how to avoid insects while storing sugarcane,STORAGE_GUIDE,storage_guide
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
will it rain today in pune,WEATHER_QUERY,weather_query
high yield variety of grapes,SEED_GUIDE,seed_guide
best compost for healthy soil,SOIL_HEALTH,soil_health
how to protect potato from fungal infection,CROP_DISEASE,crop_disease
soybean me stem borer ka ilaj kya hai,CROP_DISEASE,crop_disease
tomato ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
which hybrid seeds are good for millet,SEED_GUIDE,seed_guide
how often to water sunflower,IRRIGATION_GUIDE,irrigation_guide
how to avoid insects while storing maize,STORAGE_GUIDE,storage_guide
sunflower me blast ka ilaj kya hai,CROP_DISEASE,crop_disease
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
millet सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
how to protect banana from whitefly,CROP_DISEASE,crop_disease
how to protect banana from leaf spot,CROP_DISEASE,crop_disease
when should i irrigate potato,IRRIGATION_GUIDE,irrigation_guide
tomato ko kaise store kare,STORAGE_GUIDE,storage_guide
symptoms of aphids in potato,CROP_DISEASE,crop_disease
kal barsaat hogi kya,WEATHER_QUERY,weather_query
high yield variety of wheat,SEED_GUIDE,seed_guide
which hybrid seeds are good for rice,SEED_GUIDE,seed_guide
rice ल blast झल तर कय करव,CROP_DISEASE,crop_disease
which fertilizer is best for maize,FERTILIZER_SUGGESTION,fertilizer_suggestion
symptoms of blast in banana,CROP_DISEASE,crop_disease
banana ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
potato ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
आज पऊस यईल क,WEATHER_QUERY,weather_query
symptoms of whitefly in millet,CROP_DISEASE,crop_disease
how to store rice,STORAGE_GUIDE,storage_guide
soybean ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
how often to water maize,IRRIGATION_GUIDE,irrigation_guide
tomato disease bollworm treatment,CROP_DISEASE,crop_disease
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
which fertilizer is best for sugarcane,FERTILIZER_SUGGESTION,fertilizer_suggestion
best nutrients for wheat,FERTILIZER_SUGGESTION,fertilizer_suggestion
storage method for wheat,STORAGE_GUIDE,storage_guide
cotton ke liye beej kaunsa le,SEED_GUIDE,seed_guide
storage method for grapes,STORAGE_GUIDE,storage_guide
which hybrid seeds are good for rice,SEED_GUIDE,seed_guide
symptoms of stem borer in cotton,CROP_DISEASE,crop_disease
symptoms of bollworm in sugarcane,CROP_DISEASE,crop_disease
how to reduce soil acidity,SOIL_HEALTH,soil_health
how to protect cotton from aphids,CROP_DISEASE,crop_disease
cotton सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
banana me aphids ka ilaj kya hai,CROP_DISEASE,crop_disease
best seed variety for banana,SEED_GUIDE,seed_guide
which hybrid seeds are good for soybean,SEED_GUIDE,seed_guide
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
how much npk for soybean,FERTILIZER_SUGGESTION,fertilizer_suggestion
best compost for healthy soil,SOIL_HEALTH,soil_health
groundnut ल aphids झल तर कय करव,CROP_DISEASE,crop_disease
best nutrients for wheat,FERTILIZER_SUGGESTION,fertilizer_suggestion
how much npk for banana,FERTILIZER_SUGGESTION,fertilizer_suggestion
rice ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
rice ko kaise store kare,STORAGE_GUIDE,storage_guide
grapes me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
grapes disease fungal infection treatment,CROP_DISEASE,crop_disease
how often to water maize,IRRIGATION_GUIDE,irrigation_guide
how to reduce soil acidity,SOIL_HEALTH,soil_health
how to avoid insects while storing wheat,STORAGE_GUIDE,storage_guide
when should i irrigate pulses,IRRIGATION_GUIDE,irrigation_guide
banana disease stem borer treatment,CROP_DISEASE,crop_disease
which hybrid seeds are good for wheat,SEED_GUIDE,seed_guide
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
sugarcane ko kaise store kare,STORAGE_GUIDE,storage_guide
onion ke liye beej kaunsa le,SEED_GUIDE,seed_guide
how to protect onion from leaf spot,CROP_DISEASE,crop_disease
which fertilizer is best for potato,FERTILIZER_SUGGESTION,fertilizer_suggestion
sugarcane ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
when should i irrigate sunflower,IRRIGATION_GUIDE,irrigation_guide
आज पऊस यईल क,WEATHER_QUERY,weather_query
rice कस सठवव,STORAGE_GUIDE,storage_guide
potato कस सठवव,STORAGE_GUIDE,storage_guide
what is todays weather,WEATHER_QUERY,weather_query
what is todays weather,WEATHER_QUERY,weather_query
potato सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
how to store groundnut,STORAGE_GUIDE,storage_guide
is drip irrigation good for grapes,IRRIGATION_GUIDE,irrigation_guide
how much npk for sugarcane,FERTILIZER_SUGGESTION,fertilizer_suggestion
sugarcane ko kaise store kare,STORAGE_GUIDE,storage_guide
wheat ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to store potato,STORAGE_GUIDE,storage_guide
sunflower ko kaise store kare,STORAGE_GUIDE,storage_guide
how to protect soybean from aphids,CROP_DISEASE,crop_disease
how to reduce soil acidity,SOIL_HEALTH,soil_health
storage method for banana,STORAGE_GUIDE,storage_guide
potato disease bollworm treatment,CROP_DISEASE,crop_disease
storage method for banana,STORAGE_GUIDE,storage_guide
millet ko kaise store kare,STORAGE_GUIDE,storage_guide
storage method for soybean,STORAGE_GUIDE,storage_guide
kal barsaat hogi kya,WEATHER_QUERY,weather_query
how often to water tomato,IRRIGATION_GUIDE,irrigation_guide
will it rain today in nagpur,WEATHER_QUERY,weather_query
high yield variety of onion,SEED_GUIDE,seed_guide
आज पऊस यईल क,WEATHER_QUERY,weather_query
